route_id,service_id,trip_id,shape_id
10386,1,10386_13_30,
10386,1,10386_16_10,
10386,1,10386_10_30,
10386,1,10386_06_30,
10386,1,10386_14_50,
10386,1,10386_19_30,
10386,1,10386_17_30,
10386,1,10386_15_30,
10386,1,10386_11_50,
10386,1,10386_09_50,
10386,1,10386_18_10,
10386,1,10386_05_50,
10386,1,10386_14_10,
10386,1,10386_07_10,
10386,1,10386_11_10,
10386,1,10386_08_30,
233,1,233_08_22,
233,1,233_07_50,
233,1,233_19_02,
233,1,233_07_34,
233,1,233_16_50,
233,1,233_05_26,
233,1,233_11_18,
233,1,233_19_18,
233,1,233_18_14,
233,1,233_08_06,
233,1,233_14_45,
233,1,233_09_10,
233,1,233_16_46,
233,1,233_10_30,
233,1,233_17_42,
233,1,233_18_30,
233,1,233_05_58,
233,1,233_06_14,
233,1,233_08_54,
233,1,233_06_30,
233,1,233_15_50,
233,1,233_11_02,
233,1,233_17_26,
233,1,233_09_26,
233,1,233_07_18,
233,1,233_17_58,
233,1,233_17_30,
233,1,233_09_42,
233,1,233_05_42,
233,1,233_11_50,
233,1,233_17_10,
233,1,233_14_14,
233,1,233_15_34,
233,1,233_15_02,
233,1,233_16_54,
233,1,233_18_46,
233,1,233_10_46,
233,1,233_14_30,
233,1,233_06_46,
233,1,233_08_38,
233,1,233_16_06,
233,1,233_13_58,
233,1,233_14_46,
233,1,233_05_10,
233,1,233_09_58,
233,1,233_19_34,
233,1,233_10_14,
233,1,233_13_26,
233,1,233_15_18,
233,1,233_13_42,
233,1,233_07_02,
10387,1,10387_08_22,
10387,1,10387_07_50,
10387,1,10387_19_02,
10387,1,10387_07_34,
10387,1,10387_16_50,
10387,1,10387_05_26,
10387,1,10387_11_18,
10387,1,10387_19_18,
10387,1,10387_18_14,
10387,1,10387_08_06,
10387,1,10387_14_45,
10387,1,10387_09_10,
10387,1,10387_16_46,
10387,1,10387_10_30,
10387,1,10387_17_42,
10387,1,10387_18_30,
10387,1,10387_05_58,
10387,1,10387_06_14,
10387,1,10387_08_54,
10387,1,10387_06_30,
10387,1,10387_15_50,
10387,1,10387_11_02,
10387,1,10387_17_26,
10387,1,10387_09_26,
10387,1,10387_07_18,
10387,1,10387_17_58,
10387,1,10387_17_30,
10387,1,10387_09_42,
10387,1,10387_05_42,
10387,1,10387_11_50,
10387,1,10387_17_10,
10387,1,10387_14_14,
10387,1,10387_15_34,
10387,1,10387_15_02,
10387,1,10387_16_54,
10387,1,10387_18_46,
10387,1,10387_10_46,
10387,1,10387_14_30,
10387,1,10387_06_46,
10387,1,10387_08_38,
10387,1,10387_16_06,
10387,1,10387_13_58,
10387,1,10387_14_46,
10387,1,10387_05_10,
10387,1,10387_09_58,
10387,1,10387_19_34,
10387,1,10387_10_14,
10387,1,10387_13_26,
10387,1,10387_15_18,
10387,1,10387_13_42,
10387,1,10387_07_02,
118,1,118_08_22,
118,1,118_07_50,
118,1,118_19_02,
118,1,118_07_34,
118,1,118_16_50,
118,1,118_05_26,
118,1,118_11_18,
118,1,118_19_18,
118,1,118_18_14,
118,1,118_08_06,
118,1,118_14_45,
118,1,118_09_10,
118,1,118_16_46,
118,1,118_10_30,
118,1,118_17_42,
118,1,118_18_30,
118,1,118_05_58,
118,1,118_06_14,
118,1,118_08_54,
118,1,118_06_30,
118,1,118_15_50,
118,1,118_11_02,
118,1,118_17_26,
118,1,118_09_26,
118,1,118_07_18,
118,1,118_17_58,
118,1,118_17_30,
118,1,118_09_42,
118,1,118_05_42,
118,1,118_11_50,
118,1,118_17_10,
118,1,118_14_14,
118,1,118_15_34,
118,1,118_15_02,
118,1,118_16_54,
118,1,118_18_46,
118,1,118_10_46,
118,1,118_14_30,
118,1,118_06_46,
118,1,118_08_38,
118,1,118_16_06,
118,1,118_13_58,
118,1,118_14_46,
118,1,118_05_10,
118,1,118_09_58,
118,1,118_19_34,
118,1,118_10_14,
118,1,118_13_26,
118,1,118_15_18,
118,1,118_13_42,
118,1,118_07_02,
10388,1,10388_08_22,
10388,1,10388_07_50,
10388,1,10388_19_02,
10388,1,10388_07_34,
10388,1,10388_16_50,
10388,1,10388_05_26,
10388,1,10388_11_18,
10388,1,10388_19_18,
10388,1,10388_18_14,
10388,1,10388_08_06,
10388,1,10388_14_45,
10388,1,10388_09_10,
10388,1,10388_16_46,
10388,1,10388_10_30,
10388,1,10388_17_42,
10388,1,10388_18_30,
10388,1,10388_05_58,
10388,1,10388_06_14,
10388,1,10388_08_54,
10388,1,10388_06_30,
10388,1,10388_15_50,
10388,1,10388_11_02,
10388,1,10388_17_26,
10388,1,10388_09_26,
10388,1,10388_07_18,
10388,1,10388_17_58,
10388,1,10388_17_30,
10388,1,10388_09_42,
10388,1,10388_05_42,
10388,1,10388_11_50,
10388,1,10388_17_10,
10388,1,10388_14_14,
10388,1,10388_15_34,
10388,1,10388_15_02,
10388,1,10388_16_54,
10388,1,10388_18_46,
10388,1,10388_10_46,
10388,1,10388_14_30,
10388,1,10388_06_46,
10388,1,10388_08_38,
10388,1,10388_16_06,
10388,1,10388_13_58,
10388,1,10388_14_46,
10388,1,10388_05_10,
10388,1,10388_09_58,
10388,1,10388_19_34,
10388,1,10388_10_14,
10388,1,10388_13_26,
10388,1,10388_15_18,
10388,1,10388_13_42,
10388,1,10388_07_02,
67,1,67_06_35,
67,1,67_04_59,
67,1,67_08_17,
67,1,67_06_59,
67,1,67_05_23,
67,1,67_05_47,
67,1,67_07_23,
67,1,67_04_35,
67,1,67_06_11,
67,1,67_07_47,
1627,1,1627_08_45,
1627,1,1627_07_45,
1627,1,1627_19_15,
1627,1,1627_06_45,
1627,1,1627_11_45,
1627,1,1627_10_45,
1627,1,1627_18_15,
1627,1,1627_17_15,
1627,1,1627_16_15,
1627,1,1627_20_15,
1627,1,1627_12_45,
1627,1,1627_09_45,
1627,1,1627_14_15,
1627,1,1627_15_15,
1047,1,1047_08_22,
1047,1,1047_06_58,
1047,1,1047_07_46,
1047,1,1047_05_58,
1047,1,1047_14_28,
1047,1,1047_07_34,
1047,1,1047_07_10,
1047,1,1047_15_16,
1047,1,1047_06_46,
1047,1,1047_16_01,
1047,1,1047_05_22,
1047,1,1047_06_10,
1047,1,1047_06_22,
1047,1,1047_05_34,
1047,1,1047_05_10,
1047,1,1047_07_58,
10389,1,10389_08_22,
10389,1,10389_06_58,
10389,1,10389_07_46,
10389,1,10389_05_58,
10389,1,10389_14_28,
10389,1,10389_07_34,
10389,1,10389_07_10,
10389,1,10389_15_16,
10389,1,10389_06_46,
10389,1,10389_16_01,
10389,1,10389_05_22,
10389,1,10389_06_10,
10389,1,10389_06_22,
10389,1,10389_05_34,
10389,1,10389_05_10,
10389,1,10389_07_58,
10390,1,10390_21_50,
10390,1,10390_23_06,
10390,1,10390_19_18,
10390,1,10390_20_34,
10390,1,10390_22_28,
10390,1,10390_19_56,
10390,1,10390_21_12,
1815,1,1815_18_40,
1815,1,1815_06_45,
1815,1,1815_16_55,
1815,1,1815_15_10,
1815,1,1815_14_35,
1815,1,1815_15_45,
1815,1,1815_09_40,
1815,1,1815_17_30,
1815,1,1815_18_05,
1815,1,1815_16_20,
1815,1,1815_07_55,
1815,1,1815_10_15,
1815,1,1815_06_05,
1815,1,1815_10_50,
1815,1,1815_13_55,
1815,1,1815_08_30,
1815,1,1815_09_05,
1815,1,1815_07_20,
10391,1,10391_07_04,
10391,1,10391_05_48,
10391,1,10391_06_26,
10391,1,10391_08_20,
10391,1,10391_05_10,
10391,1,10391_07_42,
10391,1,10391_04_32,
10392,1,10392_19_54,
10392,1,10392_21_06,
10392,1,10392_12_09,
10392,1,10392_16_18,
10392,1,10392_06_45,
10392,1,10392_08_33,
10392,1,10392_13_57,
10392,1,10392_12_45,
10392,1,10392_15_06,
10392,1,10392_19_18,
10392,1,10392_16_54,
10392,1,10392_20_30,
10392,1,10392_11_33,
10392,1,10392_22_18,
10392,1,10392_10_57,
10392,1,10392_07_57,
1030,1,1030_22_02,
1030,1,1030_14_12,
1030,1,1030_22_09,
1030,1,1030_13_06,
1030,1,1030_13_13,
1030,1,1030_22_49,
1030,1,1030_14_45,
1030,1,1030_22_42,
1030,1,1030_12_01,
1030,1,1030_22_15,
1030,1,1030_21_28,
1030,1,1030_13_46,
1030,1,1030_20_30,
1030,1,1030_14_54,
1030,1,1030_21_37,
1030,1,1030_21_45,
1030,1,1030_21_03,
1030,1,1030_13_33,
1030,1,1030_20_25,
1030,1,1030_13_50,
1030,1,1030_15_21,
1030,1,1030_12_19,
1030,1,1030_14_20,
1030,1,1030_13_12,
1030,1,1030_12_44,
1030,1,1030_20_41,
1030,1,1030_21_25,
1030,1,1030_20_52,
1030,1,1030_21_47,
1030,1,1030_15_07,
1030,1,1030_13_17,
1030,1,1030_20_19,
1030,1,1030_20_20,
1030,1,1030_19_49,
1030,1,1030_12_33,
1030,1,1030_13_28,
1030,1,1030_12_22,
1030,1,1030_22_19,
1030,1,1030_14_09,
1030,1,1030_20_43,
1030,1,1030_23_04,
1030,1,1030_12_11,
1030,1,1030_13_29,
1030,1,1030_12_21,
1030,1,1030_22_31,
1030,1,1030_21_11,
1030,1,1030_14_37,
1030,1,1030_22_36,
1030,1,1030_22_53,
1030,1,1030_23_27,
1030,1,1030_20_37,
1030,1,1030_14_01,
1030,1,1030_22_20,
1030,1,1030_14_34,
1030,1,1030_12_37,
1030,1,1030_21_58,
1030,1,1030_14_23,
1030,1,1030_23_10,
1030,1,1030_19_31,
1030,1,1030_13_39,
1030,1,1030_14_56,
1030,1,1030_21_19,
1030,1,1030_19_57,
1030,1,1030_15_18,
1030,1,1030_20_54,
1030,1,1030_14_03,
1030,1,1030_15_11,
1030,1,1030_12_04,
1030,1,1030_21_14,
1030,1,1030_21_36,
1030,1,1030_12_55,
1030,1,1030_13_49,
1030,1,1030_20_07,
1030,1,1030_20_08,
1030,1,1030_12_38,
1371,1,1371_22_02,
1371,1,1371_14_12,
1371,1,1371_22_09,
1371,1,1371_13_06,
1371,1,1371_13_13,
1371,1,1371_22_49,
1371,1,1371_14_45,
1371,1,1371_22_42,
1371,1,1371_12_01,
1371,1,1371_22_15,
1371,1,1371_21_28,
1371,1,1371_13_46,
1371,1,1371_20_30,
1371,1,1371_14_54,
1371,1,1371_21_37,
1371,1,1371_21_45,
1371,1,1371_21_03,
1371,1,1371_13_33,
1371,1,1371_20_25,
1371,1,1371_13_50,
1371,1,1371_15_21,
1371,1,1371_12_19,
1371,1,1371_14_20,
1371,1,1371_13_12,
1371,1,1371_12_44,
1371,1,1371_20_41,
1371,1,1371_21_25,
1371,1,1371_20_52,
1371,1,1371_21_47,
1371,1,1371_15_07,
1371,1,1371_13_17,
1371,1,1371_20_19,
1371,1,1371_20_20,
1371,1,1371_19_49,
1371,1,1371_12_33,
1371,1,1371_13_28,
1371,1,1371_12_22,
1371,1,1371_22_19,
1371,1,1371_14_09,
1371,1,1371_20_43,
1371,1,1371_23_04,
1371,1,1371_12_11,
1371,1,1371_13_29,
1371,1,1371_12_21,
1371,1,1371_22_31,
1371,1,1371_21_11,
1371,1,1371_14_37,
1371,1,1371_22_36,
1371,1,1371_22_53,
1371,1,1371_23_27,
1371,1,1371_20_37,
1371,1,1371_14_01,
1371,1,1371_22_20,
1371,1,1371_14_34,
1371,1,1371_12_37,
1371,1,1371_21_58,
1371,1,1371_14_23,
1371,1,1371_23_10,
1371,1,1371_19_31,
1371,1,1371_13_39,
1371,1,1371_14_56,
1371,1,1371_21_19,
1371,1,1371_19_57,
1371,1,1371_15_18,
1371,1,1371_20_54,
1371,1,1371_14_03,
1371,1,1371_15_11,
1371,1,1371_12_04,
1371,1,1371_21_14,
1371,1,1371_21_36,
1371,1,1371_12_55,
1371,1,1371_13_49,
1371,1,1371_20_07,
1371,1,1371_20_08,
1371,1,1371_12_38,
295,1,295_14_08,
295,1,295_12_50,
295,1,295_19_46,
295,1,295_09_14,
295,1,295_21_28,
295,1,295_09_02,
295,1,295_13_50,
295,1,295_14_38,
295,1,295_11_20,
295,1,295_14_14,
295,1,295_16_02,
295,1,295_19_56,
295,1,295_06_08,
295,1,295_15_56,
295,1,295_18_38,
295,1,295_07_14,
295,1,295_10_14,
295,1,295_20_14,
295,1,295_17_08,
295,1,295_07_44,
295,1,295_15_44,
295,1,295_06_44,
295,1,295_21_08,
295,1,295_20_26,
295,1,295_18_32,
295,1,295_17_26,
295,1,295_09_26,
295,1,295_11_38,
295,1,295_17_46,
295,1,295_20_50,
295,1,295_07_20,
295,1,295_09_08,
295,1,295_06_20,
295,1,295_09_56,
295,1,295_15_20,
295,1,295_05_50,
295,1,295_14_56,
295,1,295_16_44,
295,1,295_09_44,
295,1,295_07_38,
295,1,295_12_26,
295,1,295_07_26,
295,1,295_11_56,
295,1,295_06_38,
295,1,295_05_56,
295,1,295_16_14,
295,1,295_15_02,
295,1,295_20_02,
295,1,295_16_26,
295,1,295_19_44,
295,1,295_12_32,
295,1,295_19_38,
295,1,295_09_32,
295,1,295_20_44,
295,1,295_08_08,
295,1,295_07_56,
295,1,295_10_20,
295,1,295_07_02,
295,1,295_13_56,
295,1,295_16_50,
295,1,295_14_26,
295,1,295_18_14,
295,1,295_08_26,
295,1,295_05_32,
295,1,295_08_32,
295,1,295_11_44,
295,1,295_08_50,
295,1,295_11_26,
295,1,295_18_02,
295,1,295_05_38,
295,1,295_10_38,
295,1,295_11_14,
295,1,295_17_50,
295,1,295_12_08,
295,1,295_15_38,
295,1,295_17_32,
295,1,295_18_56,
295,1,295_17_44,
295,1,295_13_00,
613,1,613_11_17,
613,1,613_10_32,
613,1,613_14_26,
613,1,613_20_26,
613,1,613_11_08,
613,1,613_05_53,
613,1,613_05_44,
613,1,613_09_29,
613,1,613_13_50,
613,1,613_19_14,
613,1,613_05_08,
613,1,613_08_44,
613,1,613_17_26,
613,1,613_06_29,
613,1,613_18_02,
613,1,613_16_14,
613,1,613_15_02,
613,1,613_20_43,
613,1,613_12_11,
613,1,613_16_23,
613,1,613_18_47,
613,1,613_06_20,
613,1,613_10_41,
613,1,613_09_56,
613,1,613_15_38,
613,1,613_07_32,
613,1,613_18_38,
613,1,613_15_47,
613,1,613_07_41,
613,1,613_09_20,
613,1,613_10_05,
613,1,613_06_56,
613,1,613_20_17,
613,1,613_15_11,
613,1,613_08_08,
613,1,613_19_47,
613,1,613_16_44,
613,1,613_14_35,
613,1,613_18_11,
613,1,613_07_05,
8,1,8_07_45,
8,1,8_05_22,
8,1,8_20_26,
8,1,8_11_33,
8,1,8_08_26,
8,1,8_04_52,
8,1,8_07_06,
8,1,8_06_14,
8,1,8_12_51,
8,1,8_20_52,
8,1,8_06_03,
8,1,8_18_03,
8,1,8_13_04,
8,1,8_10_41,
8,1,8_16_12,
8,1,8_15_20,
8,1,8_06_55,
8,1,8_11_46,
8,1,8_21_18,
8,1,8_07_47,
8,1,8_02_28,
8,1,8_18_55,
8,1,8_08_52,
8,1,8_13_36,
8,1,8_14_28,
8,1,8_19_47,
8,1,8_09_49,
8,1,8_09_18,
1086,1,1086_19_27,
1086,1,1086_10_07,
1099,1,1099_19_27,
1099,1,1099_10_07,
189,1,189_07_34,
189,1,189_19_52,
189,1,189_21_01,
189,1,189_11_52,
189,1,189_06_40,
189,1,189_20_15,
189,1,189_14_33,
189,1,189_20_38,
189,1,189_13_24,
189,1,189_21_47,
189,1,189_18_58,
189,1,189_07_52,
189,1,189_06_22,
189,1,189_17_46,
189,1,189_13_16,
189,1,189_12_15,
189,1,189_22_56,
189,1,189_10_52,
189,1,189_22_33,
189,1,189_16_52,
189,1,189_18_04,
189,1,189_21_24,
189,1,189_14_46,
189,1,189_05_10,
189,1,189_13_01,
189,1,189_20_10,
189,1,189_09_58,
189,1,189_08_46,
189,1,189_16_34,
189,1,189_14_10,
189,1,189_14_56,
189,1,189_15_40,
189,1,189_14_28,
189,1,189_15_58,
189,1,189_08_28,
189,1,189_13_47,
189,1,189_09_40,
189,1,189_12_04,
189,1,189_22_10,
189,1,189_12_38,
1419,1,1419_09_19,
1419,1,1419_21_01,
1419,1,1419_17_25,
1419,1,1419_08_07,
1419,1,1419_11_25,
1419,1,1419_18_19,
1419,1,1419_16_13,
1419,1,1419_19_49,
1419,1,1419_10_31,
1419,1,1419_10_13,
1419,1,1419_20_43,
1419,1,1419_16_31,
1419,1,1419_06_55,
1419,1,1419_15_01,
1419,1,1419_12_37,
1419,1,1419_08_25,
1419,1,1419_19_31,
1419,1,1419_21_55,
1419,1,1419_18_37,
1419,1,1419_12_55,
1419,1,1419_11_43,
1419,1,1419_13_49,
1365,1,1365_09_19,
1365,1,1365_21_01,
1365,1,1365_17_25,
1365,1,1365_08_07,
1365,1,1365_11_25,
1365,1,1365_18_19,
1365,1,1365_16_13,
1365,1,1365_19_49,
1365,1,1365_10_31,
1365,1,1365_10_13,
1365,1,1365_20_43,
1365,1,1365_16_31,
1365,1,1365_06_55,
1365,1,1365_15_01,
1365,1,1365_12_37,
1365,1,1365_08_25,
1365,1,1365_19_31,
1365,1,1365_21_55,
1365,1,1365_18_37,
1365,1,1365_12_55,
1365,1,1365_11_43,
1365,1,1365_13_49,
10393,1,10393_14_51,
10393,1,10393_09_06,
10393,1,10393_13_39,
10393,1,10393_19_15,
10393,1,10393_06_30,
10393,1,10393_05_18,
10393,1,10393_10_18,
10393,1,10393_15_27,
10393,1,10393_20_27,
10393,1,10393_09_42,
10393,1,10393_10_54,
10393,1,10393_17_27,
10393,1,10393_18_39,
10393,1,10393_07_06,
10393,1,10393_12_06,
10393,1,10393_18_03,
10394,1,10394_08_22,
10394,1,10394_06_28,
10394,1,10394_15_22,
10394,1,10394_14_44,
10394,1,10394_13_28,
10394,1,10394_14_06,
10394,1,10394_07_06,
10394,1,10394_07_44,
10394,1,10394_16_00,
10394,1,10394_05_50,
1957,1,1957_08_22,
1957,1,1957_06_28,
1957,1,1957_15_22,
1957,1,1957_14_44,
1957,1,1957_13_28,
1957,1,1957_14_06,
1957,1,1957_07_06,
1957,1,1957_07_44,
1957,1,1957_16_00,
1957,1,1957_05_50,
1280,1,1280_18_40,
1280,1,1280_20_00,
1280,1,1280_11_40,
1280,1,1280_19_20,
1280,1,1280_09_20,
1280,1,1280_10_40,
1280,1,1280_18_20,
1280,1,1280_11_20,
1280,1,1280_09_40,
1280,1,1280_10_20,
1280,1,1280_19_00,
1280,1,1280_19_40,
1280,1,1280_09_00,
1280,1,1280_17_40,
1280,1,1280_10_00,
1280,1,1280_18_00,
1280,1,1280_11_00,
1280,1,1280_17_20,
2033,1,2033_18_40,
2033,1,2033_20_00,
2033,1,2033_11_40,
2033,1,2033_19_20,
2033,1,2033_09_20,
2033,1,2033_10_40,
2033,1,2033_18_20,
2033,1,2033_11_20,
2033,1,2033_09_40,
2033,1,2033_10_20,
2033,1,2033_19_00,
2033,1,2033_19_40,
2033,1,2033_09_00,
2033,1,2033_17_40,
2033,1,2033_10_00,
2033,1,2033_18_00,
2033,1,2033_11_00,
2033,1,2033_17_20,
1140,1,1140_18_40,
1140,1,1140_20_00,
1140,1,1140_11_40,
1140,1,1140_19_20,
1140,1,1140_09_20,
1140,1,1140_10_40,
1140,1,1140_18_20,
1140,1,1140_11_20,
1140,1,1140_09_40,
1140,1,1140_10_20,
1140,1,1140_19_00,
1140,1,1140_19_40,
1140,1,1140_09_00,
1140,1,1140_17_40,
1140,1,1140_10_00,
1140,1,1140_18_00,
1140,1,1140_11_00,
1140,1,1140_17_20,
10395,1,10395_18_40,
10395,1,10395_20_00,
10395,1,10395_11_40,
10395,1,10395_19_20,
10395,1,10395_09_20,
10395,1,10395_10_40,
10395,1,10395_18_20,
10395,1,10395_11_20,
10395,1,10395_09_40,
10395,1,10395_10_20,
10395,1,10395_19_00,
10395,1,10395_19_40,
10395,1,10395_09_00,
10395,1,10395_17_40,
10395,1,10395_10_00,
10395,1,10395_18_00,
10395,1,10395_11_00,
10395,1,10395_17_20,
139,1,139_11_30,
139,1,139_19_45,
139,1,139_07_00,
139,1,139_20_45,
139,1,139_16_15,
139,1,139_18_45,
139,1,139_12_30,
139,1,139_17_45,
139,1,139_14_15,
139,1,139_09_00,
139,1,139_13_37,
139,1,139_15_15,
139,1,139_10_30,
139,1,139_08_00,
141,1,141_14_24,
141,1,141_14_03,
141,1,141_15_48,
141,1,141_15_27,
141,1,141_12_39,
141,1,141_14_45,
141,1,141_13_42,
141,1,141_13_21,
141,1,141_15_06,
141,1,141_13_00,
1039,1,1039_08_30,
1039,1,1039_19_00,
1039,1,1039_10_30,
1039,1,1039_17_00,
2045,1,2045_07_04,
2045,1,2045_15_44,
2045,1,2045_05_12,
2045,1,2045_09_38,
2045,1,2045_09_10,
2045,1,2045_10_34,
2045,1,2045_08_00,
2045,1,2045_07_46,
2045,1,2045_13_24,
2045,1,2045_17_22,
2045,1,2045_14_20,
2045,1,2045_13_52,
2045,1,2045_09_22,
2045,1,2045_15_30,
2045,1,2045_12_56,
2045,1,2045_15_02,
2045,1,2045_08_56,
2045,1,2045_08_14,
2045,1,2045_16_40,
2045,1,2045_16_54,
2045,1,2045_09_24,
2045,1,2045_06_36,
2045,1,2045_05_40,
2045,1,2045_10_06,
2045,1,2045_06_08,
2045,1,2045_14_48,
2045,1,2045_15_16,
2045,1,2045_16_12,
2045,1,2045_17_50,
2045,1,2045_16_26,
2045,1,2045_07_32,
2045,1,2045_08_42,
2045,1,2045_12_28,
2045,1,2045_14_34,
2045,1,2045_15_58,
2045,1,2045_17_08,
2045,1,2045_08_28,
2045,1,2045_09_52,
202,1,202_18_13,
202,1,202_20_43,
202,1,202_11_13,
202,1,202_19_45,
202,1,202_09_13,
202,1,202_11_45,
202,1,202_17_13,
202,1,202_19_13,
202,1,202_10_13,
202,1,202_12_43,
501,1,501_18_13,
501,1,501_20_43,
501,1,501_11_13,
501,1,501_19_45,
501,1,501_09_13,
501,1,501_11_45,
501,1,501_17_13,
501,1,501_19_13,
501,1,501_10_13,
501,1,501_12_43,
883,1,883_08_22,
883,1,883_07_33,
883,1,883_11_40,
883,1,883_11_30,
883,1,883_09_15,
883,1,883_16_20,
883,1,883_12_35,
883,1,883_15_35,
883,1,883_08_29,
883,1,883_05_25,
883,1,883_06_51,
883,1,883_13_50,
883,1,883_16_17,
883,1,883_14_50,
883,1,883_15_50,
883,1,883_11_20,
883,1,883_13_35,
883,1,883_09_11,
883,1,883_06_58,
883,1,883_15_49,
883,1,883_13_57,
883,1,883_15_14,
883,1,883_15_56,
883,1,883_14_32,
883,1,883_09_46,
883,1,883_10_14,
883,1,883_15_40,
883,1,883_09_55,
883,1,883_16_30,
883,1,883_11_10,
883,1,883_06_17,
883,1,883_18_25,
883,1,883_06_37,
883,1,883_08_30,
883,1,883_13_05,
883,1,883_07_05,
883,1,883_07_50,
883,1,883_18_16,
883,1,883_14_53,
883,1,883_06_40,
883,1,883_10_25,
883,1,883_08_36,
883,1,883_17_00,
883,1,883_09_53,
883,1,883_16_10,
883,1,883_16_03,
883,1,883_17_06,
883,1,883_08_00,
883,1,883_05_45,
883,1,883_08_10,
883,1,883_09_45,
883,1,883_07_19,
883,1,883_07_20,
883,1,883_06_50,
883,1,883_05_15,
883,1,883_06_16,
883,1,883_17_35,
883,1,883_13_15,
883,1,883_17_45,
883,1,883_06_23,
883,1,883_07_47,
883,1,883_14_04,
883,1,883_14_46,
883,1,883_06_15,
883,1,883_13_08,
883,1,883_18_15,
883,1,883_10_05,
883,1,883_16_45,
883,1,883_17_48,
883,1,883_12_55,
883,1,883_08_20,
883,1,883_11_00,
883,1,883_05_35,
883,1,883_10_07,
883,1,883_12_10,
883,1,883_14_25,
883,1,883_10_28,
883,1,883_18_09,
883,1,883_09_25,
883,1,883_07_26,
883,1,883_08_35,
883,1,883_09_05,
883,1,883_15_28,
883,1,883_16_00,
883,1,883_08_45,
883,1,883_14_18,
883,1,883_07_54,
883,1,883_17_41,
883,1,883_12_45,
883,1,883_15_07,
883,1,883_18_23,
883,1,883_14_15,
883,1,883_10_15,
883,1,883_15_30,
883,1,883_11_50,
883,1,883_19_20,
883,1,883_07_00,
883,1,883_07_30,
883,1,883_08_43,
883,1,883_17_13,
883,1,883_15_10,
883,1,883_05_55,
883,1,883_16_24,
883,1,883_08_57,
883,1,883_07_40,
883,1,883_10_00,
883,1,883_14_05,
883,1,883_17_20,
883,1,883_14_39,
883,1,883_09_32,
883,1,883_06_25,
883,1,883_07_10,
883,1,883_07_12,
883,1,883_09_04,
883,1,883_17_34,
883,1,883_06_02,
883,1,883_08_08,
883,1,883_14_11,
883,1,883_08_15,
883,1,883_06_09,
883,1,883_16_50,
883,1,883_18_05,
883,1,883_08_01,
883,1,883_09_39,
883,1,883_10_50,
883,1,883_15_21,
883,1,883_06_30,
883,1,883_16_38,
883,1,883_08_50,
883,1,883_04_55,
883,1,883_12_20,
883,1,883_19_00,
883,1,883_18_02,
883,1,883_17_27,
883,1,883_12_00,
883,1,883_16_40,
883,1,883_17_55,
883,1,883_15_42,
883,1,883_16_52,
883,1,883_17_15,
883,1,883_13_45,
883,1,883_10_21,
883,1,883_15_00,
883,1,883_09_18,
883,1,883_09_35,
10004,1,10004_17_07,
10004,1,10004_10_32,
10004,1,10004_11_47,
10004,1,10004_09_02,
10004,1,10004_16_37,
10004,1,10004_17_37,
10004,1,10004_08_32,
10004,1,10004_11_02,
